po_id,project_id,vendor_key,po_issue_month_key,expected_payment_month_key,status,committed_amount,invoiced_amount,paid_amount,retainage_pct
PO100541,P057,7,202506,202510,Partially Invoiced,22767531.794286903,5990083.560435888,4492646.192667587,0.0
PO100542,P057,11,202408,202409,Closed,48680574.657145485,44180660.36115553,42526443.549812905,0.061562523815480656
PO100543,P057,2,202508,202508,Partially Invoiced,27138970.27882849,16910013.39144814,12472529.896164278,0.04682076727758258
PO100544,P057,4,202510,202511,Closed,9715928.036754468,9337075.09017701,7775704.3576225145,0.06561919544254144
PO100545,P057,11,202407,202407,Open,2515521.764146703,35775.52364111723,17554.840252468926,0.0
PO100546,P057,4,202501,202504,Closed,7582952.54301787,7162938.242695202,6982408.578892109,0.03164563359529832
PO100547,P057,14,202601,202601,Partially Invoiced,32470572.363457415,14668108.169019032,13802689.471836884,0.0
PO100548,P057,10,202509,202510,Partially Invoiced,68624110.83438143,23135944.69903751,16733426.053093053,0.0
PO100549,P028,13,202406,202406,Open,15903381.892952565,3226727.4147228487,1100400.4799842448,0.0
PO100550,P028,6,202402,202402,Partially Invoiced,14463279.310215171,11831342.323539943,10530453.049415993,0.0
PO100551,P028,14,202406,202406,Closed,4573798.421020005,4147469.220781426,4073925.363622275,0.04576283793412762
PO100552,P028,9,202411,202412,Closed,36623865.69411661,37079755.58277988,26579263.294773605,0.0
PO100553,P028,4,202406,202407,Closed,1668006.6340206603,1638513.2448691512,1425625.1125328084,0.05187779281430441
PO100554,P028,8,202406,202406,Partially Invoiced,35609883.793745145,19628837.819029782,19397698.275334556,0.0
PO100555,P028,7,202410,202502,Open,9204737.93588092,164295.47014198147,29884.24620609607,0.0
PO100556,P028,2,202408,202412,Closed,2738062.461586577,2759220.833191533,2475139.4031090084,0.053247998040382785
PO100557,P028,11,202406,202410,Closed,28467234.630311817,27158885.471343577,22859810.8402873,0.06077534622579982
PO100558,P028,1,202409,202501,Closed,1010149.9344198998,1010810.0298662985,718270.3962914888,0.0
PO100559,P028,2,202406,202409,Partially Invoiced,4768960.975974303,2758277.7811567835,2098836.345930489,0.042285855887513116
PO100560,P028,8,202404,202407,Closed,18010886.604180574,18087209.214178924,16670241.708612818,0.0
PO100561,P028,6,202405,202408,Closed,19561723.289087303,18433540.648739386,18195410.921442375,0.0
PO100562,P028,9,202402,202404,Partially Invoiced,17818812.186256126,8135153.627455707,5966936.473836105,0.0
PO100563,P028,3,202408,202411,Partially Invoiced,10197739.151539546,6168068.652070217,5129420.5475689145,0.05132106644299492
PO100564,P047,14,202412,202503,Open,3831697.5573039083,671820.6025995177,319437.9985578507,0.0
PO100565,P047,14,202407,202411,Open,28044462.131877955,3889754.8998720595,643704.845488797,0.0
PO100566,P047,1,202404,202405,Partially Invoiced,2394514.1009683977,1067202.9894165935,995050.2340592465,0.0
PO100567,P047,10,202506,202506,Closed,4364673.335522336,4201327.953224172,3545173.9755817973,0.0
PO100568,P047,11,202504,202508,Partially Invoiced,2704053.3556695357,2201458.656625172,1944308.8173445333,0.0
PO100569,P047,8,202506,202506,Closed,15173387.534492103,14346032.818912497,13944505.764622625,0.0
PO100570,P047,10,202502,202504,Open,9750136.481203562,2055650.5280645033,212619.4536364138,0.0
PO100571,P047,13,202410,202501,Closed,9092770.895493582,8386896.719895465,6465181.42604897,0.0
PO100572,P047,4,202412,202502,Closed,2399013.491837262,2372011.603594418,1802699.7871754968,0.0
PO100573,P047,12,202406,202408,Closed,5601510.864137379,5087921.506583609,4633766.097667549,0.0
PO100574,P047,9,202502,202505,Partially Invoiced,13680963.773822498,6345853.949308502,5166529.76062896,0.0
PO100575,P016,14,202410,202501,Open,1061129.5849495744,198753.59061792318,17548.024015896463,0.0
PO100576,P016,6,202406,202408,Open,25931322.73486514,1410662.3547426953,543782.542975958,0.0
PO100577,P016,3,202408,202409,Open,3121289.757371441,351101.21859541716,32554.424687110768,0.0
PO100578,P016,14,202409,202411,Open,2620413.439671975,303586.71661501145,140927.05881127348,0.0
PO100579,P016,7,202405,202408,Partially Invoiced,2670375.904559168,1380081.761097631,1103299.3990715952,0.0
PO100580,P016,8,202410,202501,Partially Invoiced,478103.41411944013,337101.53466435213,319695.9730581827,0.0
PO100581,P016,6,202501,202503,Closed,10582416.244855091,10602312.169382742,9442403.77205378,0.0
PO100582,P037,10,202407,202409,Open,14408475.616728026,1959221.1426308735,685974.7068449784,0.0
PO100583,P037,8,202503,202507,Partially Invoiced,10571289.827548245,5499095.557184937,5390875.013037074,0.0
PO100584,P037,1,202504,202504,Open,43456371.0481,6801654.20146982,1346666.9790267975,0.0
PO100585,P037,13,202405,202409,Partially Invoiced,5790593.497708032,2331989.750377248,1641043.9608223902,0.0
PO100586,P037,5,202505,202505,Partially Invoiced,33125288.79522448,22866256.231742006,21310306.039597735,0.0
PO100587,P037,7,202410,202412,Closed,10905576.053128488,10596789.375791807,8995901.015794052,0.0
PO100588,P037,13,202503,202504,Closed,18198746.64409746,16529672.61231923,11790625.432058075,0.0
PO100589,P037,14,202405,202406,Partially Invoiced,14991524.592203854,8862836.681460358,7582142.1918516075,0.07864674998517503
PO100590,P037,2,202406,202406,Closed,33487424.756503705,30624326.07083348,29780168.35025039,0.0
PO100591,P037,13,202405,202409,Closed,5841369.551565602,5299005.425408032,5128657.138185069,0.06258010426013538
PO100592,P004,9,202510,202510,Partially Invoiced,1481988.6383489924,537664.4226513457,503634.66769622534,0.0
PO100593,P004,2,202408,202408,Partially Invoiced,8529163.006983452,3334656.194181537,2856472.922989441,0.0
PO100594,P004,11,202506,202506,Partially Invoiced,3503101.078144969,2131729.747684681,2063141.4698056881,0.0
PO100595,P004,2,202407,202407,Partially Invoiced,1556368.796476325,760294.6584339804,630401.215572073,0.041873505720647484
PO100596,P004,4,202503,202504,Partially Invoiced,5973184.697944839,3701891.301960206,2850402.7203940307,0.07993547750647755
PO100597,P004,11,202501,202504,Partially Invoiced,7206348.4961846545,2023690.2715271774,1657421.5124701217,0.04341532011455522
PO100598,P004,13,202408,202409,Partially Invoiced,2245952.611374949,868683.4906495794,743155.2766084877,0.05319357365014188
PO100599,P004,1,202505,202508,Partially Invoiced,16461499.063339649,4246271.537813614,3878987.0769712934,0.0
PO100600,P004,11,202406,202406,Open,2302379.918896495,465936.6168883848,120729.67650064448,0.04188966495567383
PO100601,P004,3,202405,202408,Closed,1489148.1174839393,1344111.0908119602,1003527.5373152609,0.0
PO100602,P004,6,202502,202505,Closed,2410969.779458507,2175451.5104163582,1944819.9939193043,0.0
PO100603,P025,7,202409,202412,Closed,18261062.435579486,17714983.212767005,16145172.705167778,0.0
PO100604,P025,2,202411,202501,Closed,4246309.392639702,3862627.0989319053,3110723.037971482,0.0792356002658135
PO100605,P025,14,202410,202502,Partially Invoiced,3344895.862971199,918415.0907005554,700101.1397350859,0.0
PO100606,P025,14,202409,202412,Partially Invoiced,4151275.680304062,1804234.0027280096,1534032.7352794427,0.043759053587133924
PO100607,P025,14,202409,202501,Open,2845251.0883907345,350751.5764186546,73918.53919678234,0.06865176268290327
PO100608,P025,11,202502,202506,Open,2310437.058201227,415938.5906683036,192641.073732422,0.0
PO100609,P025,11,202410,202410,Partially Invoiced,6329957.879195158,3298416.8183275936,2720914.5204760474,0.0
PO100610,P025,13,202409,202410,Closed,3599325.1808933956,3374206.057268494,2429678.310695881,0.06619719743356095
PO100611,P025,2,202409,202412,Closed,35295704.43007923,34986808.93593624,34942535.55541372,0.0
PO100612,P025,6,202503,202503,Closed,11798181.841527218,11451656.559574908,8290062.512619007,0.0
PO100613,P025,5,202503,202505,Partially Invoiced,3896410.208149379,2390194.6397252847,2064857.9764977999,0.0
PO100614,P025,5,202502,202505,Closed,8762880.972575117,8756572.479144908,8100306.845642264,0.0
PO100615,P025,9,202406,202407,Open,2548860.6648356356,303563.613458164,110084.3687976801,0.0
PO100616,P025,11,202408,202410,Closed,2118493.8789278395,2059020.2828859035,1708103.081116971,0.0
PO100617,P025,3,202409,202501,Partially Invoiced,2493501.220828603,1968014.1961828782,1921136.463851612,0.0
PO100618,P025,1,202411,202501,Partially Invoiced,6510293.926838128,4364059.36158266,4252807.587339078,0.0
PO100619,P025,10,202407,202410,Partially Invoiced,4100590.2315950813,1179640.5353380973,1135459.5174585262,0.0
PO100620,P025,4,202502,202506,Open,6738449.030594365,213183.68150505825,101090.95658695014,0.03473946331438466
PO100621,P020,6,202606,202606,Partially Invoiced,26804129.4098027,20497631.385321606,15453675.835792674,0.0
PO100622,P020,9,202509,202511,Partially Invoiced,21824197.336327642,18485791.543337755,16199550.655033672,0.0
PO100623,P020,4,202510,202511,Partially Invoiced,22718699.232885852,9051693.86887583,8893076.01650778,0.07508017839742948
PO100624,P020,14,202609,202610,Open,12711166.167768763,2335840.6416139784,347192.9433555937,0.04413814853880642
PO100625,P020,3,202411,202503,Partially Invoiced,7212829.067232225,4927581.512617269,4015348.133641194,0.056836982385670816
PO100626,P020,6,202509,202509,Open,6767292.763496906,1569989.835256232,224596.10278187002,0.0
PO100627,P020,6,202607,202610,Closed,16406208.547349071,16701937.529940708,13562800.802687254,0.0
PO100628,P020,8,202511,202512,Partially Invoiced,33348791.05840487,18545382.6229208,15306672.242310196,0.0
PO100629,P020,1,202408,202412,Partially Invoiced,53514740.66047895,42339314.534489185,32159575.91091655,0.0
PO100630,P020,1,202512,202603,Partially Invoiced,9100453.596168805,2681481.505874033,2600035.1498836656,0.0
PO100631,P009,13,202507,202508,Partially Invoiced,4851046.276146871,2931154.1886081793,2227330.065186209,0.050174565576298416
PO100632,P009,14,202502,202503,Open,8433913.606611283,326511.44477345084,98046.94403965851,0.0
PO100633,P009,8,202508,202510,Closed,4553395.581203205,4432883.514233952,4365104.909177379,0.0
PO100634,P009,4,202502,202506,Open,6563430.65239342,1192168.013757665,35884.905449849975,0.0
PO100635,P009,4,202411,202501,Open,10104169.937730495,360390.68180631794,53111.631096704274,0.0
PO100636,P009,8,202503,202505,Partially Invoiced,1216709.9854530604,680262.4305533879,579890.6605297585,0.0
PO100637,P009,9,202408,202412,Partially Invoiced,12299181.078082938,5010429.363944652,4535618.399079559,0.0
PO100638,P009,13,202510,202510,Closed,2919799.951007144,2826280.902915311,2117520.8435373404,0.0
PO100639,P009,8,202412,202502,Partially Invoiced,1654052.1613261956,1086526.7621133209,857052.642730541,0.0
PO100640,P009,6,202501,202501,Partially Invoiced,1592892.857657618,573893.8736376729,540277.365499249,0.0
PO100641,P009,5,202410,202411,Partially Invoiced,5877668.851891958,3164178.7324470095,2982422.3625729447,0.0
PO100642,P009,14,202509,202511,Partially Invoiced,5704526.95733543,3525904.7460731557,3220982.196807281,0.0451141162471998
PO100643,P009,12,202507,202508,Partially Invoiced,7899929.835813066,5495074.046358648,4440701.916842077,0.0
PO100644,P009,1,202509,202512,Partially Invoiced,21882441.54930417,13624773.983445289,12672899.573295064,0.0
PO100645,P013,3,202504,202504,Partially Invoiced,1872092.4850644113,1315375.1250851133,1197180.5440530602,0.0
PO100646,P013,8,202507,202509,Partially Invoiced,28816487.48037665,9965848.91762388,9476340.504881447,0.0
PO100647,P013,10,202408,202412,Partially Invoiced,5921111.832591691,4677175.486323354,3438018.727851002,0.0
PO100648,P013,9,202408,202409,Partially Invoiced,1918214.633037762,1481329.1367861503,1454455.8997557762,0.0
PO100649,P013,3,202411,202503,Partially Invoiced,6647512.432008821,3958487.6749473093,3583491.673246486,0.07013481099812245
PO100650,P013,11,202502,202503,Open,19400686.202711973,526186.002769769,137309.99844796333,0.05892099125436315
PO100651,P013,12,202507,202509,Partially Invoiced,5858187.197248276,3468067.9483679947,3102519.534982714,0.0
PO100652,P013,5,202412,202412,Partially Invoiced,22777597.356794707,6223132.508580921,5913851.415891296,0.0
PO100653,P013,6,202410,202501,Partially Invoiced,7045649.34341976,5560070.073963062,5010736.736354231,0.0
PO100654,P013,2,202505,202506,Closed,4780599.057759604,4681340.688168867,4534759.123982839,0.047402923997596776
PO100655,P013,7,202409,202501,Partially Invoiced,5715717.25853627,4438705.364205119,3312176.3307905877,0.0
PO100656,P032,1,202408,202410,Closed,18713298.94486475,17536685.310371824,14224559.263631122,0.0
PO100657,P032,5,202501,202503,Open,6212859.274302316,1524635.4987655815,105726.12179651542,0.0
PO100658,P032,11,202504,202506,Closed,18878811.81743877,17410621.74895571,14360223.074165257,0.0
PO100659,P032,14,202412,202502,Closed,8190821.019803023,7419249.5351968445,5551106.446123566,0.068024833816781
PO100660,P032,12,202410,202412,Partially Invoiced,3150717.554735257,1349805.00674105,1069695.4417203164,0.0
PO100661,P032,6,202411,202412,Partially Invoiced,36339261.45626281,11981083.830045609,11430663.015920758,0.0
PO100662,P032,7,202411,202502,Open,13102780.612686398,1558399.6104011782,307347.4283417212,0.0
PO100663,P032,9,202408,202408,Closed,4178688.28886709,4255353.863782703,3189700.760446854,0.0
PO100664,P032,9,202408,202409,Partially Invoiced,10829638.040803475,3729697.7913391036,3130826.847310393,0.0
PO100665,P032,13,202504,202504,Open,6438529.315437664,533492.5180959902,210971.58131757728,0.0780993679182963
PO100666,P059,10,202511,202511,Partially Invoiced,2549269.229555498,1339461.753118053,979535.4049575382,0.0
PO100667,P059,4,202504,202508,Partially Invoiced,15472246.85606817,10508011.100807147,7973485.513742216,0.0
PO100668,P059,9,202502,202502,Closed,22574347.13013109,21997213.674445365,17218895.988597523,0.0
PO100669,P059,8,202602,202606,Open,12360076.699105632,2660744.9467883394,473067.3865418418,0.0
PO100670,P059,8,202505,202506,Closed,20397583.49055655,19821997.7569502,16782710.307986144,0.0
PO100671,P059,2,202507,202511,Closed,3761344.1751352227,3808490.7473990093,3321443.5777360494,0.0
PO100672,P059,9,202605,202605,Closed,29608774.08444736,27840145.729180828,23255146.238186743,0.0
PO100673,P059,5,202509,202510,Partially Invoiced,20259401.321068577,6059635.105188299,5650391.755450144,0.0
PO100674,P059,2,202409,202410,Partially Invoiced,3299181.661308638,1448852.9605827772,1174224.9403695154,0.0
PO100675,P059,11,202509,202509,Closed,36838113.76695853,36911778.13329121,30036635.177198723,0.03875480592859494
PO100676,P059,8,202601,202603,Closed,13400808.805003991,13628937.921541434,13294523.277040375,0.0
PO100677,P059,10,202410,202411,Closed,52827047.06323761,48820666.838914685,40285841.81319248,0.0
PO100678,P059,2,202603,202606,Open,6960761.185341863,122571.16747079288,55314.94924567754,0.0
PO100679,P059,14,202503,202507,Open,2811555.0024145227,666430.4117907212,173485.62766869128,0.0
PO100680,P059,9,202506,202506,Partially Invoiced,17145018.18972844,11394779.528897885,8626105.458916679,0.0
PO100681,P050,5,202506,202509,Open,12755461.896008423,593436.7313805103,7423.701980915273,0.0
PO100682,P050,7,202412,202503,Partially Invoiced,1586040.2610580006,1214127.2354759194,916605.0095291975,0.0
PO100683,P050,7,202507,202508,Partially Invoiced,5481586.301880119,2899820.846276212,2170110.029295521,0.0
PO100684,P050,9,202503,202507,Closed,8669406.655586585,8177363.1827808255,5731705.0254658125,0.0
PO100685,P050,5,202501,202501,Open,2150851.051630865,246841.5503652921,75483.51428398503,0.0
PO100686,P050,2,202412,202504,Partially Invoiced,7530276.839433851,6198207.71131329,5796814.074111612,0.06517860159270177
PO100687,P050,14,202411,202412,Partially Invoiced,3482841.702574128,2490466.1018978385,2211355.3642854863,0.05214619686906575
PO100688,P050,11,202502,202503,Partially Invoiced,2202054.354042403,1580412.1750860359,1532926.0319254873,0.038042777404875244
PO100689,P050,7,202410,202502,Partially Invoiced,4252829.48642032,1146438.853787799,1140095.069537393,0.0
PO100690,P050,7,202410,202502,Partially Invoiced,3072739.352313304,1853784.1594754427,1615584.8282512212,0.0
PO100691,P050,11,202504,202504,Open,21673713.00981185,1063866.2615674124,176774.85737603644,0.04456933682995672
PO100692,P050,14,202501,202501,Closed,1923449.6221504363,1800259.7689169364,1638000.8277506186,0.07142921257350665
PO100693,P050,13,202411,202503,Open,3293843.9163266704,469818.2710377482,170150.9597196072,0.05333643929145784
PO100694,P050,12,202505,202507,Closed,4344493.5077451095,4031755.152206064,3354804.3598055462,0.0
PO100695,P050,1,202502,202504,Closed,13826112.560288725,12974763.499368167,11677512.943588639,0.0
PO100696,P050,6,202508,202512,Open,7939878.859778158,1545969.7942149772,638509.5048677046,0.0
PO100697,P050,2,202505,202506,Partially Invoiced,18893758.01175508,10005768.144674106,8657727.696019722,0.0
PO100698,P065,8,202412,202503,Open,3404725.6877276483,326575.83479220665,64853.17814117964,0.0
PO100699,P065,8,202412,202504,Closed,2961965.1121328985,2981197.5449213297,2595755.658641721,0.0
PO100700,P065,5,202501,202503,Open,11324845.563541323,787120.8495033267,268199.594077532,0.0
PO100701,P065,3,202411,202503,Open,13042427.979412131,3016163.5115872566,250282.54636904073,0.0640047250631596
PO100702,P065,5,202502,202504,Open,12045532.062397713,2388117.7622902966,59306.85733888039,0.0
PO100703,P065,12,202410,202412,Open,28194417.00251481,4186906.494377903,700020.9073619813,0.0
PO100704,P065,7,202412,202501,Closed,18130523.256609984,18011427.502084803,13678796.277343212,0.0
PO100705,P065,2,202410,202411,Partially Invoiced,21656545.01572223,8788516.63104908,8738901.60270672,0.0
PO100706,P065,14,202409,202410,Partially Invoiced,3633735.435574827,2373630.832182708,2256714.832397436,0.04500800888043283
PO100707,P002,2,202504,202505,Closed,5778536.694771792,5226394.372694053,5048901.596846066,0.0
PO100708,P002,9,202501,202501,Partially Invoiced,6082142.556712702,4863366.277913521,4328203.559286237,0.0
PO100709,P002,7,202411,202502,Closed,1905215.5738220757,1862017.3552364984,1619505.5236678766,0.0
PO100710,P002,11,202510,202511,Partially Invoiced,28574718.973161206,7501091.685364558,7171736.932849446,0.07408532169543552
PO100711,P002,5,202511,202511,Closed,21161639.842316233,19316848.919065274,14406287.788761787,0.0
PO100712,P002,14,202410,202411,Open,15797445.59075039,3666743.075548875,1485401.8169349036,0.0
PO100713,P002,6,202508,202512,Closed,7810172.949399899,7040812.155387865,5283984.5933993505,0.0
PO100714,P002,3,202409,202409,Open,10566802.248135552,2055405.1324497792,919477.8557478554,0.07202577786234696
PO100715,P002,14,202511,202603,Open,27598366.666700684,4830217.966798003,359538.7158152604,0.0
PO100716,P002,11,202511,202601,Partially Invoiced,4763136.148272717,1702110.9977109008,1451490.481045374,0.0
PO100717,P002,7,202411,202412,Partially Invoiced,6883917.356339183,5791674.847443064,5717098.492132571,0.0
PO100718,P002,7,202504,202504,Closed,1309217.0566015153,1279497.3833368942,1174562.6668385635,0.0
PO100719,P002,8,202512,202601,Closed,9002337.112844145,8670130.071035305,7633837.69000718,0.0
PO100720,P026,3,202506,202507,Partially Invoiced,1429625.3685440556,550699.5614697004,456072.537428934,0.05197198930005992
PO100721,P026,11,202501,202505,Open,1006257.6753475183,124819.92966294312,5874.915677827937,0.06249435536101133
PO100722,P026,11,202504,202506,Partially Invoiced,2446193.3319465555,699075.5852375174,698908.325758587,0.0
PO100723,P026,5,202503,202503,Closed,808191.2706931278,756503.4908219816,634361.7199044899,0.0
PO100724,P026,7,202504,202505,Partially Invoiced,2508973.9632299524,1813439.6954093273,1473144.5719212494,0.0
PO100725,P026,7,202509,202512,Partially Invoiced,1541345.205919686,867259.8632318665,796802.8762012884,0.0
PO100726,P026,11,202501,202502,Closed,7556587.339374206,7683673.25106257,6652474.301062501,0.07975960675258306
PO100727,P026,10,202507,202507,Closed,5341735.194310835,5362620.819963639,3862842.871545619,0.0
PO100728,P026,1,202507,202508,Partially Invoiced,3023195.4870403404,1555420.2704103882,1145657.0209470394,0.0
PO100729,P026,14,202511,202602,Open,418569.7480771508,52403.856753307446,23594.383204491936,0.04144950750034084
PO100730,P001,8,202505,202509,Open,17005592.610475168,3144169.897581311,263845.8000790984,0.0
PO100731,P001,6,202505,202509,Closed,10751659.91484665,9828642.477119684,8665497.441811472,0.0
PO100732,P001,1,202501,202502,Open,4515326.871480467,183242.9882950222,58572.3199926477,0.0
PO100733,P001,11,202601,202605,Partially Invoiced,9431206.070793368,3091044.6478351136,2345614.18440376,0.0
PO100734,P001,13,202505,202509,Closed,39615910.76579235,39459360.14561513,30671824.367912382,0.0
PO100735,P001,1,202507,202507,Open,15068616.321262078,1040104.4213759026,337121.43882688234,0.0
PO100736,P001,9,202506,202509,Open,5539641.0905868225,275855.64257980214,124346.87380696191,0.0
PO100737,P001,1,202510,202601,Closed,17450767.839422055,15886546.846278694,15724004.231440596,0.0
PO100738,P001,6,202503,202506,Closed,43634959.89814722,42049019.15907426,42027216.022555865,0.0
PO100739,P033,14,202412,202501,Closed,2138415.7613260336,2059933.6741991215,1586083.385434393,0.031624651660344186
PO100740,P033,3,202410,202502,Partially Invoiced,15742378.730261505,4629558.853072055,3934020.9314221623,0.05319294205338211
PO100741,P033,8,202507,202511,Closed,16991569.700992722,17018819.202863146,12719416.673835088,0.0
PO100742,P033,13,202507,202508,Partially Invoiced,18683534.81617883,13253611.130819261,10062568.279482292,0.07276523273490171
PO100743,P033,5,202509,202509,Partially Invoiced,8083516.751707135,4455215.172679922,3771239.8238058668,0.0
PO100744,P033,2,202502,202506,Closed,25030786.051585514,25518878.795502823,19153201.690414365,0.0
PO100745,P033,7,202509,202512,Open,2110127.1992170773,308159.9475318613,60639.984087608784,0.0
PO100746,P033,8,202508,202510,Partially Invoiced,5152121.860925533,1851416.0892409054,1299253.2094890587,0.0
PO100747,P019,5,202612,202703,Open,1519053.0614291264,185640.12498978197,7159.839949861113,0.0
PO100748,P019,4,202510,202602,Closed,2809681.108090303,2801547.7536354656,1990482.1630474417,0.0
PO100749,P019,3,202603,202606,Closed,5077429.015589123,4877083.437397263,4285074.44437348,0.0
PO100750,P019,6,202502,202503,Closed,14763435.570340449,14372695.741651017,10650659.958674321,0.0
PO100751,P019,2,202502,202505,Closed,8835101.33985005,8657639.219540533,8518474.42106156,0.0
PO100752,P019,5,202507,202509,Partially Invoiced,2764135.9091462316,1116678.593606483,981329.6757219936,0.0
PO100753,P019,13,202603,202603,Closed,5417088.655899101,5395055.064453674,5251119.294126423,0.07336491877993512
PO100754,P019,6,202605,202607,Open,4562592.544555357,627217.206390272,38251.21697062617,0.0
PO100755,P019,9,202611,202703,Partially Invoiced,6403843.466421281,3644258.293192898,3176566.0641679275,0.0
PO100756,P019,2,202609,202612,Closed,16291155.94420026,14799811.241119185,10961968.33593619,0.0
PO100757,P019,2,202510,202602,Partially Invoiced,3083099.4654503055,1600282.38610287,1174377.5609400335,0.0508789853383254
PO100758,P019,5,202608,202610,Closed,26114518.32733279,23851733.993906405,23765757.426493756,0.0
PO100759,P019,11,202506,202506,Partially Invoiced,4979650.075355698,2304030.7378143114,1645610.3214308398,0.04849619725086045
PO100760,P019,10,202610,202612,Closed,469378.9050211413,434501.0829628371,333629.88134179055,0.0
PO100761,P034,10,202505,202508,Open,2191811.360753213,398979.4191638407,119679.13214610968,0.0
PO100762,P034,3,202504,202507,Partially Invoiced,13657343.578387886,5121905.526992478,3813438.5049996185,0.06760163061476246
PO100763,P034,2,202510,202602,Partially Invoiced,4338374.957655607,1568868.6750848887,1284624.1943386213,0.03796626534827268
PO100764,P034,4,202504,202507,Closed,5638975.213336731,5460091.244037584,4977822.752684773,0.0
PO100765,P034,9,202505,202506,Open,8246194.493486585,2038651.4934083668,228577.64360445124,0.0
PO100766,P034,10,202508,202509,Partially Invoiced,12955436.277170638,3667028.449714388,2955887.9052752415,0.0
PO100767,P034,13,202506,202507,Closed,4242383.653848335,4040744.9164560256,3736536.0623661242,0.0
PO100768,P034,11,202412,202503,Open,5389477.024432481,1090997.933284398,493231.1361765296,0.0
PO100769,P060,6,202604,202604,Open,48335514.07074246,6228103.4003049,505698.85659103654,0.0
PO100770,P060,10,202605,202605,Partially Invoiced,4542222.804671194,3299668.9274854343,2883114.263077141,0.0
PO100771,P060,4,202501,202503,Closed,10693968.702845577,10537974.244590258,9369988.448240254,0.06418670142939564
PO100772,P060,6,202501,202503,Closed,23497610.29805414,23489719.863513477,17738020.147657827,0.0
PO100773,P060,8,202505,202509,Open,2065035.0357964982,232364.65710866917,39443.78682399647,0.0
PO100774,P060,10,202509,202510,Partially Invoiced,36673795.47071168,28812680.18316558,24274915.425990395,0.0
PO100775,P060,1,202507,202507,Closed,22105295.030774835,21111884.20505558,15398709.328027483,0.0
PO100776,P060,1,202607,202611,Partially Invoiced,15755877.131377792,10310842.011930248,10197748.11825802,0.0
PO100777,P060,3,202507,202510,Open,25225160.567294624,3382566.3198941867,980956.5731635412,0.06072085272096004
PO100778,P060,4,202502,202506,Closed,16357947.755910728,15807173.891433131,15091873.075155208,0.03169703373624401
PO100779,P018,2,202603,202607,Partially Invoiced,7174194.862332788,5990312.524969078,5707013.870475574,0.0
PO100780,P018,7,202512,202603,Partially Invoiced,6663479.630252423,4691950.189687071,4391342.870448041,0.0
PO100781,P018,3,202503,202506,Open,5623627.422366751,1391070.376258146,116318.90384440722,0.0
PO100782,P018,7,202501,202505,Partially Invoiced,29711572.49645305,24289891.525784247,22841154.951186992,0.0
PO100783,P018,9,202601,202603,Partially Invoiced,20921054.43953088,13441848.082712911,10444024.455017133,0.0
PO100784,P018,4,202507,202509,Partially Invoiced,7393421.697854432,2582269.3854261483,2336414.9547770545,0.0
PO100785,P018,5,202607,202611,Open,1560821.35039648,27614.061776672006,6143.035144914017,0.0
PO100786,P018,12,202703,202707,Open,3935914.4691725424,756698.1474866003,19170.991861964274,0.0
PO100787,P018,11,202509,202511,Partially Invoiced,2654287.4802435865,1113537.854182594,780223.3072710369,0.0
PO100788,P018,1,202603,202603,Partially Invoiced,594723.6975705118,175869.3940043481,169038.28900200082,0.0
PO100789,P018,9,202703,202705,Open,2196913.78659159,363986.1854580587,97613.85763864582,0.0
PO100790,P018,2,202604,202607,Partially Invoiced,7102827.565082945,2479171.7261488903,1819350.8771128624,0.0
PO100791,P018,6,202501,202501,Closed,19152301.273807783,19170113.451223902,14018851.17752662,0.0
PO100792,P018,5,202412,202504,Closed,18554350.291753955,18048329.048951574,17460968.94792472,0.0
PO100793,P018,12,202502,202505,Closed,8289872.244613023,8350868.930627364,6180324.207099601,0.0
